# /cmd_vel/recceipt_time, /cmd_vel/linear/x, /cmd_vel/recceipt_time, /cmd_vel/angular/z, /vel_encoder/recceipt_time, /vel_encoder/vector/x, /vel_encoder/recceipt_time, /vel_encoder/vector/y
1579283365.1869599819, 0.5, 1579283365.1869599819, 0, 1579283356.7942817211, 0, 1579283356.7942817211, 0
1579283387.7818171978, 0, 1579283387.7818171978, -0.73994897046174989974, 1579283356.9990513325, 0, 1579283356.9990513325, 0
1579283422.2491874695, 0.5, 1579283422.2491874695, 0, 1579283357.2051875591, 0, 1579283357.2051875591, 0
1579283445.3645467758, 0, 1579283445.3645467758, 0, 1579283357.4089636803, 0, 1579283357.4089636803, 0
, , , , 1579283357.6134469509, 0, 1579283357.6134469509, 0
, , , , 1579283357.8182656765, 0, 1579283357.8182656765, 0
, , , , 1579283358.0231411457, 0, 1579283358.0231411457, 0
, , , , 1579283358.2280259132, 0, 1579283358.2280259132, 0
, , , , 1579283358.4328536987, 0, 1579283358.4328536987, 0
, , , , 1579283358.6376378536, 0, 1579283358.6376378536, 0
, , , , 1579283358.7782189846, 0, 1579283358.7782189846, 0
, , , , 1579283359.0565075874, 0, 1579283359.0565075874, 0
, , , , 1579283359.1717476845, 0, 1579283359.1717476845, 0
, , , , 1579283359.4566957951, 0, 1579283359.4566957951, 0
, , , , 1579283359.6614937782, 0, 1579283359.6614937782, 0
, , , , 1579283359.8663775921, 0, 1579283359.8663775921, 0
, , , , 1579283360.0713882446, 0, 1579283360.0713882446, 0
, , , , 1579283360.2759382725, 0, 1579283360.2759382725, 0
, , , , 1579283360.3772287369, 0, 1579283360.3772287369, 0
, , , , 1579283360.5831565857, 0, 1579283360.5831565857, 0
, , , , 1579283360.7878742218, 0, 1579283360.7878742218, 0
, , , , 1579283360.9926431179, 0, 1579283360.9926431179, 0
, , , , 1579283361.1976673603, 0, 1579283361.1976673603, 0
, , , , 1579283361.4022510052, 0, 1579283361.4022510052, 0
, , , , 1579283361.6071636677, 0, 1579283361.6071636677, 0
, , , , 1579283361.811937809, 0, 1579283361.811937809, 0
, , , , 1579283362.0168998241, 0, 1579283362.0168998241, 0
, , , , 1579283362.2216439247, 0, 1579283362.2216439247, 0
, , , , 1579283362.4270448685, 0, 1579283362.4270448685, 0
, , , , 1579283362.6312596798, 0, 1579283362.6312596798, 0
, , , , 1579283362.8359501362, 0, 1579283362.8359501362, 0
, , , , 1579283363.0408818722, 0, 1579283363.0408818722, 0
, , , , 1579283363.2456269264, 0, 1579283363.2456269264, 0
, , , , 1579283363.4503865242, 0, 1579283363.4503865242, 0
, , , , 1579283363.6552224159, 0, 1579283363.6552224159, 0
, , , , 1579283363.860008955, 0, 1579283363.860008955, 0
, , , , 1579283364.0649077892, 0, 1579283364.0649077892, 0
, , , , 1579283364.2696199417, 0, 1579283364.2696199417, 0
, , , , 1579283364.4744873047, 0, 1579283364.4744873047, 0
, , , , 1579283364.67928195, 0, 1579283364.67928195, 0
, , , , 1579283364.780487299, 0, 1579283364.780487299, 0
, , , , 1579283365.0887899399, 0, 1579283365.0887899399, 0
, , , , 1579283365.1843490601, 0, 1579283365.1843490601, 0
, , , , 1579283365.3809850216, 0, 1579283365.3809850216, 0
, , , , 1579283365.6008195877, 0.12399110943078994751, 1579283365.6008195877, 0.11271918565034866333
, , , , 1579283365.805644989, 0.21557545661926269531, 1579283365.805644989, 0.2071215212345123291
, , , , 1579283366.0105147362, 0.27390763163566589355, 1579283366.0105147362, 0.26376289129257202148
, , , , 1579283366.2153213024, 0.30715981125831604004, 1579283366.2153213024, 0.31279575824737548828
