# /poseupdate/recceipt_time, /poseupdate/pose/pose/position/x, /poseupdate/recceipt_time, /poseupdate/pose/pose/position/y
1569444196.9934000969, 2.0932674407958984375, 1569444196.9934000969, -0.319149017333984375
1569444197.1353344917, 2.0948734283447265625, 1569444197.1353344917, -0.318477630615234375
1569444197.2694859505, 2.096080780029296875, 1569444197.2694859505, -0.3184566497802734375
1569444197.4145467281, 2.0918674468994140625, 1569444197.4145467281, -0.3176631927490234375
1569444197.5570909977, 2.0935306549072265625, 1569444197.5570909977, -0.31707000732421875
1569444197.7006464005, 2.094638824462890625, 1569444197.7006464005, -0.317363739013671875
1569444197.8638517857, 2.0954036712646484375, 1569444197.8638517857, -0.3177089691162109375
1569444197.9829685688, 2.067073822021484375, 1569444197.9829685688, -0.3108081817626953125
1569444198.1253464222, 2.0779056549072265625, 1569444198.1253464222, -0.301265716552734375
1569444198.2694740295, 2.0891628265380859375, 1569444198.2694740295, -0.292736053466796875
1569444198.4137265682, 2.0840854644775390625, 1569444198.4137265682, -0.2805004119873046875
1569444198.5523264408, 2.08502197265625, 1569444198.5523264408, -0.268680572509765625
1569444198.7074439526, 2.066982269287109375, 1569444198.7074439526, -0.2584991455078125
1569444198.8619878292, 2.061946868896484375, 1569444198.8619878292, -0.2509746551513671875
1569444198.9825811386, 2.055362701416015625, 1569444198.9825811386, -0.2430858612060546875
1569444199.1267187595, 2.054744720458984375, 1569444199.1267187595, -0.2409687042236328125
1569444199.2693986893, 2.053638458251953125, 1569444199.2693986893, -0.2371234893798828125
1569444199.4147844315, 2.0529537200927734375, 1569444199.4147844315, -0.23870086669921875
1569444199.5572164059, 2.052982330322265625, 1569444199.5572164059, -0.238346099853515625
1569444199.7068881989, 2.05303955078125, 1569444199.7068881989, -0.23519134521484375
1569444199.8384792805, 2.047626495361328125, 1569444199.8384792805, -0.2342586517333984375
1569444199.9836843014, 2.042392730712890625, 1569444199.9836843014, -0.232975006103515625
1569444200.1252036095, 2.0410213470458984375, 1569444200.1252036095, -0.2338428497314453125
1569444200.2682085037, 2.035854339599609375, 1569444200.2682085037, -0.2354946136474609375
1569444200.4134004116, 2.04046630859375, 1569444200.4134004116, -0.2388172149658203125
1569444200.5634551048, 2.054141998291015625, 1569444200.5634551048, -0.237705230712890625
1569444200.6932413578, 2.0548305511474609375, 1569444200.6932413578, -0.236873626708984375
1569444200.8394904137, 2.0428562164306640625, 1569444200.8394904137, -0.2326812744140625
1569444200.9848811626, 2.0605869293212890625, 1569444200.9848811626, -0.2429561614990234375
1569444201.1250891685, 2.0610904693603515625, 1569444201.1250891685, -0.2519664764404296875
1569444201.2830398083, 2.068088531494140625, 1569444201.2830398083, -0.2611637115478515625
1569444201.4136786461, 2.078521728515625, 1569444201.4136786461, -0.2702617645263671875
1569444201.5545470715, 2.079540252685546875, 1569444201.5545470715, -0.2794475555419921875
1569444201.6936163902, 2.083995819091796875, 1569444201.6936163902, -0.2870922088623046875
1569444201.8404471874, 2.092456817626953125, 1569444201.8404471874, -0.298526763916015625
1569444201.9835734367, 2.0836334228515625, 1569444201.9835734367, -0.307483673095703125
1569444202.147110939, 2.1071529388427734375, 1569444202.147110939, -0.32244873046875
1569444202.2697479725, 2.1176052093505859375, 1569444202.2697479725, -0.3373203277587890625
1569444202.4057929516, 2.111278533935546875, 1569444202.4057929516, -0.3420009613037109375
1569444202.5545940399, 2.1073360443115234375, 1569444202.5545940399, -0.347076416015625
1569444202.6946446896, 2.0841426849365234375, 1569444202.6946446896, -0.3502330780029296875
1569444202.8383677006, 2.089160919189453125, 1569444202.8383677006, -0.356014251708984375
1569444202.9837114811, 2.0783596038818359375, 1569444202.9837114811, -0.3528614044189453125
1569444203.1170022488, 2.0807952880859375, 1569444203.1170022488, -0.3524188995361328125
1569444203.2611544132, 2.0818881988525390625, 1569444203.2611544132, -0.354888916015625
1569444203.4044559002, 2.0813999176025390625, 1569444203.4044559002, -0.3548984527587890625
1569444203.5531077385, 2.0810451507568359375, 1569444203.5531077385, -0.353290557861328125
1569444203.7079544067, 2.0803680419921875, 1569444203.7079544067, -0.353572845458984375
1569444203.830855608, 2.079376220703125, 1569444203.830855608, -0.3544673919677734375
1569444203.9796774387, 2.078227996826171875, 1569444203.9796774387, -0.351367950439453125
1569444204.1168382168, 2.0794773101806640625, 1569444204.1168382168, -0.3536930084228515625
1569444204.2620584965, 2.0773162841796875, 1569444204.2620584965, -0.3525753021240234375
1569444204.4040343761, 2.0703887939453125, 1569444204.4040343761, -0.353603363037109375
1569444204.5716049671, 2.050983428955078125, 1569444204.5716049671, -0.345890045166015625
1569444204.6859006882, 2.0470333099365234375, 1569444204.6859006882, -0.34264373779296875
