# /cmd_vel/recceipt_time, /cmd_vel/angular/z
1568512770.5879683495, 0
1568512771.5288131237, -0.35391529873004656803
1568512772.0045721531, 0
1568512772.4976325035, -0.35391529873004656803
1568512774.9098613262, -0.35391529873004656803
1568512775.5435717106, 0
1568512776.770607233, 0
1568512779.2785844803, 0
1568512779.6114737988, 0.35391529873004656803
1568512780.6282875538, 0
1568512781.1362752914, 0
1568512798.5123813152, 0
1568512799.083943367, 0.35391529873004656803
1568512803.3668792248, 0
1568512804.0520405769, 0
1568512804.8995363712, -0.35391529873004656803
1568512805.5678238869, 0
1568512829.4481358528, 0
1568512830.2462685108, 0.35391529873004656803
1568512834.9500639439, 0
1568512835.5492341518, 0
1568512836.8588240147, -0.35391529873004656803
1568512837.5194945335, -0.35391529873004656803
1568512838.5856277943, 0
1568512839.3075559139, 0
1568512841.1009511948, 0
1568512841.4303612709, 0.35391529873004656803
1568512842.5762104988, 0
1568512843.118786335, 0
1568512845.8236939907, -0.35391529873004656803
1568512846.3011102676, 0
1568512850.1082005501, -0.35391529873004656803
1568512850.5655252934, 0
1568512860.3973186016, 0
1568512861.0211660862, 0.35391529873004656803
1568512865.2538249493, 0
1568512866.6162712574, 0
1568512867.4198381901, -0.35391529873004656803
1568512868.0660140514, -0.35391529873004656803
1568512868.6985588074, 0
1568512869.7140007019, -0.35391529873004656803
1568512869.9832975864, 0
1568512893.0155403614, 0
1568512893.6701729298, 0.35391529873004656803
1568512897.7033956051, 0
